,Rk,Age,G,GS,MP,FG,FGA,FG.,X3P,X3PA,X2PA,X2P.,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Fvot,FRank,Score
425,122,29,62,13,24.2,3.7,9.0,0.41600000000000004,2.4,6.4,2.6,0.509,0.6,0.7,0.3,1.8,2.1,1.1,0.6,0.1,0.5,1.1,10.5,1567,74,47.0
426,232,29,68,3,11.9,1.1,2.9,0.365,0.4,1.7,1.2,0.537,0.2,0.3,0.4,2.3,2.7,0.3,0.4,0.4,0.3,1.2,2.7,4212,76,53.5
427,284,30,73,73,34.2,4.6,11.6,0.39299999999999996,2.4,6.6,5.0,0.43200000000000005,2.0,2.5,0.2,3.3,3.5,2.9,1.1,0.2,1.4,2.2,13.5,4166,54,37.5
428,30,26,60,19,28.4,4.9,11.1,0.44299999999999995,1.5,3.9,7.2,0.483,2.4,3.2,1.0,3.4,4.3,3.4,0.8,0.5,1.6,1.8,13.7,2826,61,36.2
429,76,23,75,21,18.9,3.4,6.4,0.53,0.0,0.0,6.4,0.532,1.3,2.0,1.1,3.4,4.5,1.1,0.7,0.6,0.9,2.0,8.1,2989,89,60.0
430,373,26,71,5,14.5,2.3,4.0,0.568,0.0,0.1,4.0,0.573,0.7,1.2,1.8,2.9,4.7,0.4,0.3,0.7,0.4,1.9,5.3,1062,112,81.5
431,189,22,72,22,18.4,3.4,6.5,0.529,0.1,0.2,6.3,0.5379999999999999,1.3,1.7,2.4,4.6,7.0,1.3,0.6,0.5,1.4,2.1,8.2,10672,45,35.5
432,78,29,71,33,30.9,6.1,13.2,0.461,1.5,4.6,8.6,0.527,2.0,2.7,1.5,5.0,6.5,2.0,0.7,0.4,1.6,2.4,15.7,4515,71,41.8
433,255,21,47,47,37.2,6.9,15.1,0.45899999999999996,2.6,6.6,8.5,0.515,2.5,3.0,0.4,3.0,3.4,3.0,0.9,0.2,1.8,2.2,18.9,156616,12,12.0
434,371,35,73,5,24.5,5.9,13.2,0.449,0.3,1.3,11.9,0.474,1.9,2.6,2.5,5.7,8.2,1.7,0.5,0.1,1.4,1.9,14.1,2049,36,24.5
435,344,32,70,70,18.1,2.3,4.4,0.534,0.0,0.0,4.4,0.5379999999999999,1.4,1.8,2.0,3.9,5.9,1.9,0.8,0.5,1.2,2.4,6.1,1528941,2,6.5
436,65,33,32,1,5.9,0.9,2.2,0.406,0.3,1.0,1.2,0.447,0.3,0.3,0.2,0.3,0.5,0.6,0.2,0.0,0.3,0.9,2.3,1613,87,81.8
437,179,22,58,57,32.9,6.5,14.9,0.434,2.0,5.9,9.0,0.49700000000000005,2.7,3.9,1.5,6.4,7.9,2.3,1.0,0.8,1.8,1.9,17.6,82507,14,50.8
438,363,24,48,1,10.9,1.0,3.1,0.336,0.5,1.4,1.8,0.321,0.5,0.8,0.3,1.2,1.5,0.5,0.3,0.2,0.7,0.9,3.0,3258,95,138.0
439,397,26,5,0,8.6,1.4,2.0,0.7,0.4,0.6,1.4,0.7140000000000001,1.0,1.2,0.4,1.4,1.8,0.0,0.4,0.0,0.4,1.2,4.2,873,131,156.0
440,11,27,69,67,30.0,3.3,8.4,0.395,1.8,4.9,3.5,0.43200000000000005,0.9,1.2,1.4,6.2,7.6,1.2,1.1,0.6,1.1,2.0,9.3,11032,51,73.2
441,227,31,72,72,31.6,5.1,10.5,0.489,1.3,3.1,7.3,0.514,1.3,1.7,1.4,5.9,7.4,4.7,0.6,1.1,1.8,1.9,12.9,384936,7,6.8
442,250,33,36,1,13.4,3.1,5.8,0.534,0.0,0.1,5.7,0.541,0.8,1.0,0.8,3.1,4.0,0.8,0.4,0.6,0.6,1.8,7.0,4147,85,88.5
443,517,25,5,0,14.0,1.4,3.6,0.389,0.0,0.0,3.6,0.389,1.2,1.8,0.6,3.8,4.4,1.6,1.0,0.2,1.4,2.6,4.0,823,136,162.2
444,78,26,64,1,16.5,2.7,6.5,0.41100000000000003,0.7,2.2,4.3,0.452,1.7,1.9,0.3,2.7,3.0,1.0,0.6,0.1,0.9,1.2,7.7,23,71,106.8
445,403,22,20,0,11.3,1.4,3.7,0.37799999999999995,0.9,2.9,0.8,0.625,0.4,0.5,0.4,1.5,1.9,0.6,0.1,0.1,0.2,0.7,4.1,646,140,164.2
446,1,24,75,8,15.1,1.5,3.9,0.395,1.1,2.9,0.9,0.44299999999999995,0.5,0.6,0.3,1.2,1.5,0.4,0.5,0.1,0.3,1.7,4.7,25921,27,48.5
447,89,23,37,7,15.2,1.4,3.1,0.431,0.4,1.2,2.0,0.507,0.6,0.8,0.4,1.4,1.8,2.0,0.6,0.3,1.1,1.4,3.6,3698,57,99.8
448,292,24,69,13,20.2,3.1,5.5,0.5660000000000001,0.0,0.0,5.4,0.568,2.3,3.3,2.5,5.0,7.5,1.2,0.4,0.9,1.1,2.3,8.5,279,97,142.8
449,414,24,25,0,4.2,0.4,1.0,0.423,0.2,0.4,0.6,0.467,0.0,0.0,0.3,0.4,0.7,0.1,0.1,0.0,0.1,0.6,1.0,329,94,93.0
450,330,25,14,0,3.8,0.6,1.1,0.5329999999999999,0.2,0.6,0.4,0.833,0.1,0.2,0.1,0.4,0.5,0.1,0.1,0.1,0.2,0.6,1.5,1467,122,151.5
451,114,25,75,68,29.3,4.5,11.0,0.40700000000000003,2.7,7.1,3.9,0.461,1.5,1.8,0.4,3.9,4.3,1.6,0.6,0.5,1.0,2.2,13.2,4044,65,69.5
452,254,30,74,18,15.8,1.9,3.5,0.5379999999999999,0.1,0.4,3.1,0.57,0.7,1.1,1.7,2.8,4.5,1.6,0.6,0.6,0.7,2.6,4.6,3068,100,99.2
453,140,24,78,78,33.7,6.0,11.3,0.529,0.0,0.1,11.2,0.536,3.1,5.1,5.1,10.9,16.0,3.0,1.5,1.6,2.6,3.2,15.0,220736,9,7.2
454,234,34,64,7,25.3,2.3,5.0,0.46299999999999997,0.5,1.8,3.2,0.5670000000000001,0.9,1.4,0.8,3.1,3.8,3.3,0.8,0.6,1.0,1.5,6.0,258417,12,100.2
455,429,26,39,39,26.6,2.2,4.2,0.537,0.2,0.9,3.2,0.627,0.3,1.0,1.9,2.8,4.7,1.2,1.2,0.9,0.8,2.3,5.0,63984,18,44.5
456,56,33,24,5,9.0,0.7,1.0,0.68,0.0,0.0,1.0,0.68,0.1,0.1,1.1,2.2,3.3,0.6,0.2,0.5,0.8,1.7,1.5,579,64,126.2
457,202,23,56,46,23.7,3.2,7.7,0.42200000000000004,0.8,2.5,5.1,0.467,2.2,2.8,0.4,1.9,2.3,3.2,0.7,0.5,1.4,2.5,9.5,972,96,119.2
458,509,24,15,0,13.9,1.7,4.9,0.342,1.2,3.3,1.6,0.292,0.1,0.3,0.3,2.0,2.3,0.4,0.2,0.1,0.5,0.8,4.6,104,137,159.0
459,514,22,82,82,36.3,6.9,15.9,0.43799999999999994,1.4,4.1,11.7,0.475,2.5,3.8,1.0,3.4,4.4,2.0,1.1,0.6,1.7,2.0,17.7,138754,17,51.5
460,539,21,32,2,6.7,1.5,2.1,0.731,0.0,0.0,2.1,0.731,0.7,0.9,0.8,1.1,1.9,0.2,0.1,0.4,0.3,0.9,3.7,3905,87,134.0
461,68,25,1,0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2306,106,147.2
462,122,24,75,75,36.4,10.4,19.5,0.534,0.7,2.2,17.3,0.5579999999999999,6.6,8.0,2.5,8.6,11.1,2.3,1.5,2.6,2.2,2.1,28.1,1088230,3,2.5
463,482,32,79,14,22.2,2.8,6.0,0.46399999999999997,2.0,4.6,1.4,0.561,1.3,1.7,0.6,2.4,3.1,1.1,0.4,0.3,0.7,1.8,8.9,218,114,106.2
464,51,21,19,0,16.5,2.8,7.5,0.371,0.8,2.7,4.8,0.418,1.6,2.1,0.2,1.5,1.7,1.1,0.4,0.1,0.6,1.0,7.9,2328,78,114.2
465,100,23,17,0,7.2,0.5,1.2,0.381,0.2,0.2,1.0,0.294,0.2,0.4,0.2,0.6,0.8,0.1,0.4,0.3,0.4,1.4,1.4,19,112,127.2
466,35,31,81,67,18.3,2.6,5.5,0.47100000000000003,0.0,0.3,5.2,0.48700000000000004,0.7,1.0,1.6,3.8,5.4,1.1,0.3,0.6,1.0,2.5,6.0,31523,30,105.5
467,5,32,53,3,12.9,1.2,3.1,0.401,0.5,1.3,1.7,0.413,0.4,0.5,0.1,1.2,1.2,0.6,0.1,0.2,0.4,1.1,3.4,10621,37,93.8
468,428,25,61,59,33.7,5.6,13.2,0.424,2.2,5.9,7.3,0.461,1.7,2.6,0.4,1.9,2.4,4.0,1.2,0.3,1.8,2.5,15.1,7073,49,95.8
469,61,27,46,46,31.2,5.6,13.6,0.414,1.6,4.4,9.2,0.436,1.4,1.8,0.5,2.0,2.5,2.0,1.1,0.2,2.2,2.0,14.3,19318,28,48.2
470,4,20,69,19,19.8,2.5,4.9,0.512,0.0,0.1,4.8,0.523,1.9,2.6,1.7,3.8,5.5,1.5,0.5,0.6,1.0,2.0,6.9,21028,36,64.0
471,331,24,56,17,19.5,2.8,6.7,0.42100000000000004,1.0,2.8,3.8,0.47700000000000004,0.9,1.1,0.6,1.9,2.5,0.9,0.7,0.3,1.1,2.5,7.5,744,102,122.2
472,348,22,2,0,4.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,2.0,0.0,267,136,158.5
473,450,21,81,81,33.7,6.7,12.3,0.545,0.0,0.1,12.2,0.551,2.4,4.2,1.8,6.3,8.1,8.2,1.7,0.9,3.4,2.6,15.8,669397,3,34.8
474,48,25,82,25,18.2,2.2,4.3,0.52,0.0,0.0,4.3,0.521,1.2,1.9,1.8,4.0,5.7,0.8,0.3,1.2,1.0,1.9,5.7,5841,73,85.8
475,191,28,58,58,34.0,7.5,17.2,0.43799999999999994,1.9,5.6,11.6,0.48200000000000004,4.5,5.7,1.3,6.1,7.4,5.8,0.7,0.3,2.8,2.4,21.4,194045,14,50.5
476,313,29,39,1,8.6,2.0,3.8,0.534,0.0,0.0,3.8,0.534,2.0,2.5,1.2,2.5,3.7,0.6,0.3,0.3,0.9,1.3,6.0,13377,45,68.5
477,69,33,20,0,5.8,1.0,2.9,0.32799999999999996,0.6,2.0,0.9,0.444,0.1,0.1,0.0,0.4,0.4,0.6,0.2,0.0,0.5,0.3,2.5,2221,72,107.2
478,410,22,73,4,22.5,5.2,11.1,0.47100000000000003,1.1,3.1,8.1,0.514,1.6,2.1,2.2,4.6,6.8,1.7,0.7,0.3,1.4,1.8,13.2,4638,82,87.0
479,54,25,78,53,27.9,4.4,9.9,0.446,1.7,4.2,5.7,0.485,1.3,1.5,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2,11.8,33842,24,50.2
480,55,28,80,80,30.8,5.1,10.7,0.474,1.9,4.8,5.8,0.534,2.2,2.6,0.4,3.0,3.4,1.5,0.7,0.1,1.3,1.6,14.3,16441,41,61.8
481,37,24,82,82,36.3,8.3,18.1,0.46,2.4,6.5,11.6,0.507,3.6,4.5,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2.0,22.6,269238,9,6.8
482,529,30,28,1,13.6,2.1,3.6,0.578,0.0,0.0,3.6,0.578,0.8,1.2,1.2,2.2,3.4,0.5,0.5,0.9,0.3,1.1,5.0,739,138,119.8
483,238,20,59,59,33.5,6.1,12.9,0.47,0.7,1.8,11.1,0.483,3.3,4.8,1.0,4.4,5.3,3.9,0.8,0.7,2.5,2.8,16.1,230653,13,51.0
484,395,26,64,2,9.0,0.9,2.0,0.433,0.2,0.8,1.1,0.5479999999999999,0.3,0.7,0.1,1.0,1.1,0.6,0.4,0.1,0.5,0.9,2.3,3256,59,67.8
485,506,25,18,0,13.2,1.1,2.4,0.442,0.2,0.6,1.8,0.469,0.4,0.6,0.4,1.5,1.9,1.2,1.0,0.3,0.8,1.6,2.8,1963,77,76.8
486,255,23,18,0,5.4,1.1,2.3,0.47600000000000003,0.0,0.1,2.3,0.488,0.2,0.3,0.5,1.2,1.7,0.1,0.5,0.3,0.3,0.7,2.4,109,124,112.8
487,302,29,74,72,23.4,5.0,10.7,0.465,1.5,4.4,6.3,0.5489999999999999,1.5,2.1,1.0,3.0,4.0,1.7,0.4,1.3,1.3,2.6,13.0,18907,41,68.2
488,81,22,12,0,8.9,0.8,2.6,0.29,0.3,1.4,1.2,0.429,0.4,0.5,0.6,1.3,1.8,0.3,0.3,0.3,0.3,0.7,2.2,5071,77,129.0
489,162,24,80,12,19.0,2.6,6.2,0.42100000000000004,1.1,2.9,3.4,0.446,0.6,0.9,0.2,1.2,1.4,1.0,0.4,0.0,0.5,1.4,6.9,13878,37,89.8
490,215,25,80,12,25.3,5.2,11.7,0.446,2.2,5.1,6.6,0.457,0.9,1.0,0.7,3.2,3.8,1.9,1.1,0.3,1.6,1.9,13.5,4002,56,99.2
491,337,30,70,3,19.1,3.2,8.6,0.379,2.3,6.5,2.1,0.434,1.2,1.4,0.3,1.9,2.2,0.8,0.5,0.3,0.6,1.9,10.0,17766,39,110.0
492,518,27,38,17,18.6,2.3,5.2,0.442,0.6,2.1,3.1,0.546,0.3,0.4,0.3,1.2,1.5,1.1,0.8,0.3,0.5,1.7,5.5,1522,89,115.8
493,467,20,27,3,7.0,0.9,2.2,0.4,0.0,0.3,1.9,0.442,0.4,0.7,0.6,1.4,2.0,0.5,0.2,0.1,0.7,1.4,2.3,2266,108,148.2
494,398,23,25,14,23.3,3.5,8.6,0.405,1.4,3.6,5.0,0.419,0.5,0.6,0.7,2.0,2.8,4.5,1.0,0.4,1.4,1.8,8.8,1955,83,82.2
495,296,23,71,10,26.3,4.5,10.4,0.435,1.2,3.5,6.9,0.48,1.9,2.6,0.7,2.9,3.7,4.2,1.2,0.3,2.2,2.2,12.1,5623,49,61.2
496,17,33,78,78,32.1,6.1,15.0,0.40399999999999997,2.2,6.1,8.9,0.43700000000000006,1.9,2.5,0.9,4.9,5.8,1.3,0.6,0.6,1.3,2.5,16.2,612021,7,44.8
497,385,22,61,12,11.0,1.5,3.0,0.484,0.5,1.4,1.6,0.586,0.4,0.8,0.3,1.7,2.0,0.7,0.4,0.0,0.5,1.3,3.9,8061,15,56.8
498,392,29,36,8,19.2,3.0,6.5,0.462,1.4,3.4,3.1,0.504,0.5,0.8,0.4,2.1,2.5,1.9,0.5,0.3,1.0,1.5,7.9,2353,105,146.8
499,166,34,53,1,13.1,2.0,4.0,0.491,0.7,2.2,1.8,0.67,0.3,0.4,0.2,2.3,2.5,0.7,0.3,0.2,0.4,1.3,5.0,14331,43,112.0
500,109,23,13,0,2.9,0.2,1.1,0.14300000000000002,0.1,0.6,0.5,0.16699999999999998,0.1,0.2,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.0,0.5,446,110,126.2
501,131,21,52,0,11.2,2.0,3.4,0.58,0.0,0.0,3.4,0.58,1.0,1.3,0.9,3.2,4.1,0.4,0.2,0.4,0.5,1.6,4.9,963,129,158.8
502,384,21,1,0,22.0,2.0,5.0,0.4,0.0,0.0,5.0,0.4,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,4.0,4.0,2012,111,149.8
503,60,25,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4751,74,131.2
504,325,22,19,0,4.7,0.9,2.2,0.429,0.1,0.4,1.8,0.5,0.5,0.7,0.4,0.9,1.3,0.2,0.0,0.3,0.1,0.4,2.4,1487,121,151.0
505,396,32,58,58,31.8,6.3,13.8,0.46,2.5,6.5,7.2,0.532,3.5,3.8,0.6,4.8,5.4,7.9,1.7,0.2,2.2,2.4,18.6,562428,7,6.5
506,322,26,81,81,36.1,8.2,18.6,0.44299999999999995,2.3,5.9,12.7,0.465,2.6,3.1,0.7,3.3,4.0,3.4,1.0,0.4,1.9,2.1,21.4,96818,15,40.0
507,85,23,74,74,27.5,6.0,9.1,0.652,0.0,0.0,9.1,0.653,1.9,3.5,3.3,7.6,10.8,0.9,0.8,1.9,1.4,2.5,13.9,175917,15,12.8
508,536,25,33,0,19.0,2.6,4.7,0.545,0.1,0.1,4.6,0.542,1.8,2.6,2.0,3.3,5.4,0.9,0.4,0.6,1.0,2.5,7.1,3332,93,137.0
509,6,29,21,0,2.3,0.2,0.7,0.33299999999999996,0.0,0.0,0.7,0.33299999999999996,0.1,0.3,0.1,0.6,0.7,0.1,0.1,0.0,0.0,0.5,0.6,8972,54,73.2
510,63,31,72,18,16.8,2.0,4.4,0.449,0.4,1.5,2.9,0.539,0.9,1.3,0.6,1.5,2.1,0.9,1.1,0.2,0.7,1.9,5.3,4972,73,130.8
511,269,26,82,17,27.0,3.1,7.4,0.424,0.8,2.3,5.0,0.457,0.9,1.1,0.5,2.7,3.2,3.2,1.0,0.2,1.1,1.7,7.9,4185,64,69.8
512,289,32,76,69,30.4,4.5,9.9,0.45399999999999996,1.5,3.7,6.3,0.48200000000000004,1.5,1.6,0.4,2.6,2.9,2.4,1.1,0.2,1.1,1.4,12.0,22226,26,53.8
513,157,25,55,16,17.8,2.3,3.9,0.591,0.0,0.0,3.9,0.596,1.0,1.5,1.5,2.7,4.2,1.0,0.3,0.2,1.0,1.9,5.6,4693,81,131.0
514,437,21,48,35,25.7,5.8,14.0,0.414,1.9,5.8,8.2,0.47700000000000004,2.0,2.7,0.6,3.3,3.9,5.2,0.8,0.4,3.1,1.9,15.5,38712,18,46.8
515,24,30,75,36,23.5,3.3,7.2,0.452,1.5,3.6,3.6,0.485,2.2,2.5,0.4,1.7,2.1,3.8,0.7,0.0,1.6,1.3,10.2,3499,71,110.8
516,524,21,22,0,3.2,0.4,0.7,0.563,0.1,0.2,0.5,0.636,0.0,0.1,0.1,0.4,0.5,0.1,0.1,0.0,0.2,0.3,1.0,2713,107,144.0
517,256,22,31,6,5.2,0.7,1.3,0.564,0.0,0.0,1.3,0.564,0.4,0.6,0.5,0.6,1.1,0.3,0.2,0.3,0.1,0.9,1.8,1694,116,108.8
518,264,22,15,0,5.9,0.7,1.5,0.5,0.0,0.0,1.5,0.5,0.2,0.3,0.3,0.6,0.9,0.1,0.1,0.2,0.3,0.9,1.7,4328,78,89.8
519,298,27,73,73,36.6,8.5,19.4,0.439,3.1,8.6,10.8,0.501,6.8,7.4,0.8,3.6,4.5,6.6,1.1,0.4,2.8,1.6,26.9,439462,8,35.0
520,516,38,19,1,8.0,0.7,2.1,0.33299999999999996,0.2,0.9,1.1,0.429,0.2,0.2,0.3,0.6,0.8,0.5,0.1,0.1,0.3,0.4,1.7,790,110,130.2
521,135,23,44,2,10.8,1.6,3.7,0.447,0.5,1.5,2.1,0.5379999999999999,0.4,0.5,0.2,1.7,1.9,0.7,0.3,0.0,0.4,0.8,4.1,1929,85,117.8
522,192,22,6,0,4.7,0.8,1.8,0.455,0.3,0.8,1.0,0.5,0.0,0.0,0.0,0.8,0.8,1.3,0.2,0.0,0.3,0.3,2.0,1727,83,79.8
523,476,25,63,3,14.9,2.0,3.7,0.541,0.3,0.9,2.8,0.617,1.0,1.3,1.4,2.9,4.3,0.9,0.5,0.8,0.9,2.5,5.3,1229,49,115.0
524,168,29,21,21,32.0,4.9,12.2,0.39799999999999996,1.7,5.3,6.9,0.455,3.9,4.1,0.4,4.4,4.8,2.0,0.6,0.5,1.2,1.4,15.3,12296,49,118.8
525,186,30,70,60,25.6,3.1,8.0,0.387,1.7,4.6,3.4,0.419,0.7,0.9,0.6,3.0,3.6,1.6,0.9,1.1,1.1,1.7,8.6,48661,21,48.8
526,119,30,73,25,21.4,2.2,5.0,0.451,0.8,2.3,2.7,0.541,0.4,0.7,1.1,3.0,4.1,0.7,0.5,0.4,0.5,1.5,5.7,2067,110,149.2
527,153,22,14,0,16.8,3.0,6.2,0.483,0.4,1.3,4.9,0.536,1.8,2.2,0.3,1.6,1.9,3.1,0.6,0.2,1.4,1.4,8.1,2929,62,102.2
528,228,24,23,3,17.5,2.4,5.6,0.434,0.7,2.5,3.1,0.5770000000000001,1.1,1.3,0.6,2.7,3.3,1.1,0.3,0.3,0.5,1.0,6.6,962,130,159.2
529,440,23,78,73,29.6,5.2,11.4,0.45299999999999996,2.0,5.1,6.3,0.501,2.3,2.7,2.0,4.7,6.7,2.6,0.7,0.3,1.9,2.1,14.6,36736,27,54.8
530,338,27,82,3,23.7,2.6,5.9,0.444,1.8,4.4,1.6,0.535,0.7,0.8,0.2,1.8,2.0,1.4,0.3,0.2,0.7,2.0,7.8,2707,99,100.2
531,21,29,19,1,7.4,1.2,2.5,0.46799999999999997,0.4,1.2,1.3,0.583,0.1,0.2,0.2,0.6,0.8,0.5,0.4,0.2,0.8,1.2,2.8,2523,102,145.2
532,104,30,69,64,29.2,4.6,9.2,0.495,1.4,3.0,6.3,0.508,1.8,2.1,0.5,2.0,2.6,5.3,1.3,0.2,1.2,1.8,12.4,7092,45,58.8
533,219,24,14,0,6.8,0.4,1.4,0.263,0.0,0.4,0.9,0.385,0.4,0.5,0.0,0.5,0.5,0.8,0.1,0.0,0.3,0.5,1.1,2187,73,107.8
534,375,25,70,21,23.5,2.9,6.0,0.478,0.3,0.7,5.3,0.496,1.9,2.9,1.3,3.4,4.7,1.5,0.8,0.4,1.1,2.3,7.9,2201,80,77.8
535,507,37,73,0,13.7,3.0,5.2,0.5710000000000001,0.0,0.1,5.1,0.5760000000000001,0.8,1.1,0.9,2.4,3.3,1.9,0.6,1.0,1.1,1.6,6.8,66991,26,63.8
536,44,25,77,10,14.1,2.1,4.8,0.44,1.2,3.3,1.5,0.588,0.5,0.6,0.2,1.8,2.0,1.0,0.3,0.4,0.5,1.2,5.9,33674,33,110.8
537,424,22,21,1,11.5,1.0,3.6,0.289,0.5,1.8,1.8,0.289,0.4,0.6,0.1,1.8,1.9,0.6,0.5,0.1,0.5,0.8,3.0,669,103,122.8
538,164,20,73,60,27.8,4.5,10.9,0.41200000000000003,0.6,2.1,8.8,0.436,1.9,2.7,0.5,2.3,2.8,4.4,1.0,0.3,2.4,2.2,11.6,17127,31,53.8
539,42,23,26,3,17.5,2.0,4.9,0.414,0.4,1.2,3.8,0.429,0.7,1.3,0.3,2.5,2.8,1.9,0.8,0.5,1.8,1.5,5.2,3,102,141.5
540,268,29,77,77,31.5,4.8,7.5,0.645,0.0,0.0,7.5,0.645,2.4,4.1,4.3,10.9,15.2,1.5,0.5,0.9,1.8,2.6,12.0,120399,20,52.2
541,297,29,58,4,12.5,0.7,1.8,0.377,0.3,0.9,0.9,0.396,0.0,0.1,0.1,1.2,1.3,0.8,0.6,0.2,0.3,1.4,1.7,2512,75,112.8
542,360,21,81,48,21.5,3.3,7.5,0.44299999999999995,0.1,0.4,7.1,0.45399999999999996,1.3,1.8,1.4,4.3,5.7,2.9,1.2,0.4,1.7,1.9,8.1,15023,35,88.8
543,530,25,69,4,20.8,2.9,6.3,0.465,0.8,2.2,4.0,0.52,1.4,1.7,0.7,2.2,2.9,2.9,1.0,0.5,1.1,1.2,8.0,6757,46,98.2
544,130,28,80,80,33.9,8.1,17.7,0.456,1.1,3.6,14.1,0.494,5.8,7.0,0.7,3.2,3.9,5.2,1.1,0.3,2.2,1.9,23.0,998999,2,2.0
545,112,27,48,48,36.2,8.5,18.0,0.47,2.2,6.1,11.9,0.53,6.1,8.2,2.2,10.7,12.9,5.4,1.6,1.6,5.0,3.8,25.2,922269,4,3.8
546,86,31,73,73,29.9,4.5,10.8,0.414,2.0,5.4,5.4,0.457,2.6,3.4,1.4,5.1,6.6,2.0,0.8,0.4,1.4,2.3,13.5,6425,70,77.8
547,244,23,15,0,5.3,0.5,1.2,0.389,0.1,0.5,0.7,0.545,0.1,0.1,0.3,0.5,0.8,0.6,0.3,0.1,0.7,0.5,1.1,1832,80,111.2
548,442,24,67,67,31.0,7.5,17.1,0.436,1.1,3.9,13.2,0.48,3.4,4.0,0.7,2.4,3.1,6.2,1.1,0.1,2.7,2.2,19.4,25531,25,53.2
549,455,20,69,69,29.7,5.9,14.8,0.395,1.5,4.9,9.9,0.435,1.9,2.8,0.7,3.0,3.8,5.2,1.0,0.3,2.8,2.2,15.2,21205,29,85.8
550,490,24,77,37,27.2,3.9,9.4,0.41700000000000004,1.9,4.8,4.6,0.45,0.5,0.7,0.6,4.5,5.1,3.2,0.8,0.1,1.3,2.4,10.2,5049,78,88.2
551,155,26,77,77,28.0,5.1,9.1,0.563,0.2,0.8,8.3,0.596,1.8,2.8,2.6,4.6,7.2,1.3,0.7,1.1,1.1,2.1,12.3,12491,47,117.8
552,265,20,20,8,12.3,1.1,2.7,0.396,0.2,0.9,1.8,0.514,0.8,1.2,1.1,0.9,1.9,0.5,0.2,0.7,0.4,1.2,3.1,1115,101,91.2
553,433,29,25,7,16.8,3.2,7.4,0.435,0.3,1.2,6.2,0.474,1.6,1.8,0.5,0.9,1.4,1.5,0.3,0.2,1.4,0.6,8.4,146481,11,46.2
554,501,22,16,0,9.2,0.5,1.6,0.32,0.4,1.1,0.5,0.125,0.4,0.4,0.1,0.9,1.0,1.0,0.4,0.2,0.1,0.4,1.8,862,107,94.2
555,510,23,17,0,8.2,0.9,1.9,0.485,0.5,0.8,1.2,0.4,0.8,1.2,0.3,1.2,1.5,0.5,0.2,0.2,0.4,0.5,3.2,3228,60,101.2
556,58,21,54,54,34.5,8.4,19.5,0.43200000000000005,2.7,7.1,12.4,0.46,5.4,6.1,0.5,4.0,4.5,4.7,0.9,0.3,3.6,3.1,24.9,268041,10,36.0
557,197,34,71,1,18.9,2.6,6.4,0.41200000000000003,1.1,3.2,3.2,0.47600000000000003,2.0,2.4,0.2,1.6,1.8,2.1,0.7,0.2,1.1,2.2,8.4,1352,91,116.8
558,430,22,1,0,13.0,1.0,3.0,0.33299999999999996,0.0,0.0,3.0,0.33299999999999996,0.0,0.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,1232,127,154.0
559,125,28,62,46,24.9,4.0,7.7,0.524,0.8,2.3,5.4,0.595,1.1,1.4,1.6,6.3,7.9,1.5,0.6,0.8,1.4,2.6,10.0,6074,71,126.0
560,123,21,62,6,15.2,2.6,4.3,0.608,0.0,0.0,4.3,0.608,0.6,0.9,1.2,2.8,4.0,0.6,0.2,0.6,0.5,2.0,5.8,1367,120,106.2
561,66,22,82,74,28.7,4.1,9.4,0.44,1.1,3.2,6.2,0.484,1.5,2.0,0.6,2.5,3.1,1.6,0.9,0.2,1.5,2.8,11.0,309,94,141.2
562,496,26,30,30,30.6,5.4,13.7,0.39799999999999996,1.7,5.7,8.0,0.46299999999999997,1.7,2.3,0.3,2.3,2.6,3.8,0.8,0.3,2.3,2.0,14.3,10512,38,94.2
563,372,39,77,77,24.7,4.5,9.8,0.456,1.8,4.4,5.5,0.494,1.3,1.4,0.3,5.4,5.7,1.6,0.6,0.6,0.7,1.9,12.0,98794,23,55.2
564,438,21,74,19,24.5,4.6,8.9,0.514,0.2,0.5,8.4,0.524,2.3,3.0,2.2,5.5,7.7,2.0,0.5,0.4,1.9,3.0,11.6,27989,32,65.2
565,343,21,79,71,33.4,7.5,17.2,0.43700000000000006,2.4,7.0,10.3,0.502,3.0,3.8,0.7,3.1,3.7,3.7,1.5,0.3,2.7,2.7,20.5,139468,13,40.2
566,161,24,21,13,21.3,2.2,5.8,0.38,1.0,3.2,2.6,0.48100000000000004,0.5,0.7,1.0,2.5,3.6,1.2,0.5,0.2,1.0,2.0,5.9,1291,122,155.2
567,326,26,81,4,21.8,2.9,6.3,0.467,1.1,2.7,3.6,0.49700000000000005,0.8,1.0,0.5,2.0,2.5,1.0,0.2,0.2,0.7,1.5,7.8,8558,59,78.8
